20011112;4907.61;4910.12;4648.68;4820.37;0
20011113;4825.55;4970.03;4821.82;4946.97;0
20011114;4950.74;5047.19;4939.83;4953.53;0
20011115;4960.59;5073.25;4960.59;5006.33;0
20011116;5015.56;5114.4;4989.21;5062.64;0
20011119;5071.63;5193.66;5071.63;5185.1;0
20011120;5187.19;5212.03;5016.92;5096.18;0
20011121;5091.49;5151.99;5040.61;5087.03;0
20011122;5089.9;5143.62;5083.75;5124.54;0
20011123;5131.68;5160.19;5031.39;5150.97;0
20011126;5159.81;5217.47;5106.06;5114.12;0
20011127;5117.52;5147.83;4969.18;5059.57;0
20011128;5031.15;5031.15;4915.15;4915.95;0
20011129;4897.96;4975.42;4874.23;4936.08;0
20011130;4954.2;5042.43;4954.2;4989.91;0
20011203;4986.58;4996.43;4872.25;4988.44;0
20011204;4989.03;5040.2;4978.06;5013.99;0
20011205;5020.07;5282.01;5020.07;5262.75;0
20011206;5258.47;5341.86;5241.24;5271.29;0
20011207;5277.18;5297.9;5199.03;5199.03;0
20011210;5200.54;5212.95;5113.41;5124.68;0
20011211;5121.68;5169.15;5075.43;5146.45;0
20011212;5149.38;5193.96;5028.16;5062.56;0
20011213;5053.87;5096.82;4947.82;4966.05;0
20011214;4957.1;4983.86;4901.04;4909.42;0
20011217;4913.93;5098.25;4905.28;5067.99;0
20011218;5061.84;5115.79;5037.87;5039.64;0
20011219;5036.03;5061.25;4948.28;4984.69;0
20011220;4990.92;5026.82;4924.63;4934.14;0
20011221;4930.04;5024.81;4877.57;5019.01;0
20011227;5032.87;5117.13;5032.87;5117.13;0
20011228;5110.22;5175.57;5110.22;5160.1;0
20020102;5155.26;5195.56;5107.36;5167.88;0
20020103;5175.18;5288.23;5175.18;5270.29;0
20020104;5291.6;5352.16;5262.92;5318.73;0
20020107;5327.4;5347.12;5220.99;5232.22;0
20020108;5211.23;5260.62;5185.07;5236.37;0
20020109;5228.18;5303.81;5180.32;5288.21;0
20020110;5265.81;5265.81;5172.04;5228.11;0
20020111;5228.09;5270.44;5188.43;5209.97;0
20020114;5206.23;5206.23;5055.62;5065.84;0
20020115;5059.84;5107.56;5029.48;5062.04;0
20020116;5050.35;5052.81;4974.58;4984.2;0
20020117;4985.37;5135.99;4985.37;5133.4;0
20020118;5118.27;5133.62;5065.03;5122.23;0
20020121;5122.4;5122.4;5021.21;5069.74;0
20020122;5069.84;5136.42;5028.89;5045.72;0
20020123;5048.81;5169.53;5006.26;5163.03;0
20020124;5169.03;5219.85;5146.6;5170.44;0
20020125;5168.52;5169.8;5081.72;5156.63;0
20020128;5156.52;5203.77;5129.24;5159.02;0
20020129;5165.06;5205.63;5073.07;5084.52;0
20020130;5065.62;5066.42;4980.7;5052.2;0
20020131;5068.89;5119.51;5054.42;5107.61;0
20020201;5109.48;5165.97;5082.43;5097.06;0
20020204;5088.83;5093.49;4984.48;4984.48;0
20020205;4981.47;4981.47;4869.81;4936.75;0
20020206;4937.19;4946.08;4778.36;4804.41;0
20020207;4798.03;4873.59;4730.7;4862.62;0
20020208;4850.39;4896.55;4806.78;4835.95;0
20020211;4845.24;4945.37;4845.24;4940;0
20020212;4945.75;4975.57;4858.81;4884.78;0
20020213;4891.01;4945.87;4834.15;4935.35;0
20020214;4945.23;4992.6;4916.55;4973.77;0
20020215;4967.51;4969.86;4856.17;4862.6;0
20020218;4865.83;4894.49;4840.88;4871.76;0
20020219;4855.7;4855.7;4757.73;4764.05;0
20020220;4765.9;4803.3;4706.01;4780.24;0
20020221;4797.93;4868.13;4788.4;4850.73;0
20020222;4846.67;4846.67;4730.15;4745.58;0
20020225;4758.83;4867.09;4731.41;4863.54;0
20020226;4863.34;4937.02;4860.27;4897.75;0
20020227;4913;5003.68;4913;4960.22;0
20020228;4945.14;5072.43;4926.62;5039.08;0
20020301;5025.96;5116.14;5003.06;5097.41;0
20020304;5107.87;5265.35;5107.87;5245.84;0
20020305;5245.71;5284.39;5208.86;5228.67;0
20020306;5223.85;5296.95;5197.32;5285.26;0
20020307;5293.48;5370.45;5267.79;5289.43;0
20020308;5293.18;5376.23;5288.87;5359.55;0
20020311;5360.04;5401.06;5298.48;5340.67;0
20020312;5338.74;5338.74;5245.18;5275.81;0
20020313;5276.78;5335.27;5238.8;5245.99;0
20020314;5245.8;5293.48;5233.66;5276.87;0
20020315;5270.86;5403.28;5253.16;5401.11;0
20020318;5399.15;5465.29;5392.13;5426.04;0
20020319;5430.71;5467.31;5413.06;5462.55;0
20020320;5453.95;5453.95;5355.32;5364.7;0
20020321;5357.23;5387.87;5312.03;5348.68;0
20020322;5348.33;5401.82;5331;5366.13;0
20020325;5361.2;5400.43;5306.44;5317.38;0
20020326;5314.02;5398.8;5289.93;5390.59;0
20020327;5384.68;5388.68;5332.84;5348;0
20020328;5350.26;5424.52;5350.26;5397.29;0
20020402;5379.64;5379.64;5289.8;5311.08;0
20020403;5293.37;5322.55;5266.06;5281.84;0
20020404;5284.2;5290.12;5211.74;5254.95;0
20020405;5250.48;5293.28;5235.1;5260.53;0
20020408;5261.37;5261.37;5128.02;5180.33;0
20020409;5194.09;5228.22;5166.24;5170.25;0
20020410;5169.99;5274.28;5139.01;5265.36;0
20020411;5270.35;5290.87;5162.07;5162.96;0
20020412;5165.31;5211.82;5148.85;5189.65;0
20020415;5194.94;5244.2;5167.19;5244.2;0
20020416;5250.19;5343.88;5246.98;5343.88;0
20020417;5357.91;5378.27;5311.23;5318.55;0
20020418;5316.53;5372.46;5194.18;5262.88;0
