20011112;1120.31;1121.71;1098.32;1118.33;991600000
20011113;1118.33;1139.14;1118.33;1139.09;1370100000
20011114;1139.09;1148.28;1132.87;1141.21;1443400000
20011115;1141.21;1146.46;1135.06;1142.24;1454500000
20011116;1142.24;1143.52;1129.92;1138.65;1337400000
20011119;1138.65;1151.06;1138.65;1151.06;1316800000
20011120;1151.06;1152.45;1142.17;1142.66;1330200000
20011121;1142.66;1142.66;1129.78;1137.03;1029300000
20011123;1137.03;1151.05;1135.9;1150.34;410300000
20011126;1150.34;1157.88;1146.17;1157.42;1129800000
20011127;1157.42;1163.38;1140.81;1149.5;1288000000
20011128;1149.5;1149.5;1128.29;1128.52;1423700000
20011129;1128.52;1140.4;1125.51;1140.2;1375700000
20011130;1140.2;1143.57;1135.89;1139.45;1343600000
20011203;1139.45;1139.45;1125.78;1129.9;1202900000
20011204;1129.9;1144.8;1128.86;1144.8;1318500000
20011205;1143.77;1173.62;1143.77;1170.35;1765300000
20011206;1170.35;1173.35;1164.43;1167.1;1487900000
20011207;1167.1;1167.1;1152.66;1158.31;1248200000
20011210;1158.31;1158.31;1139.66;1139.93;1218700000
20011211;1139.93;1150.89;1134.32;1136.76;1367200000
20011212;1136.76;1141.58;1126.01;1137.07;1449700000
20011213;1137.07;1137.07;1117.85;1119.38;1511500000
20011214;1119.38;1128.28;1114.53;1123.09;1306800000
20011217;1123.09;1137.3;1122.66;1134.36;1260400000
20011218;1134.36;1145.1;1134.36;1142.92;1354000000
20011219;1142.92;1152.44;1134.75;1149.56;1484900000
20011220;1149.56;1151.42;1139.93;1139.93;1490500000
20011221;1139.93;1147.46;1139.93;1144.89;1694000000
20011224;1144.89;1147.83;1144.62;1144.65;439670000
20011226;1144.65;1159.18;1144.65;1149.37;791100000
20011227;1149.37;1157.13;1149.37;1157.13;876300000
20011228;1157.13;1164.64;1157.13;1161.02;917400000
20011231;1161.02;1161.16;1148.04;1148.08;943600000
20020102;1148.08;1154.67;1136.23;1154.67;1171000000
20020103;1154.67;1165.27;1154.01;1165.27;1398900000
20020104;1165.27;1176.55;1163.42;1172.51;1513000000
20020107;1172.51;1176.97;1163.55;1164.89;1308300000
20020108;1164.89;1167.6;1157.46;1160.71;1258800000
20020109;1160.71;1174.26;1151.89;1155.14;1452000000
20020110;1155.14;1159.93;1150.85;1156.55;1299000000
20020111;1156.55;1159.41;1145.45;1145.6;1211900000
20020114;1145.6;1145.6;1138.15;1138.41;1286400000
20020115;1138.41;1148.81;1136.88;1146.19;1386900000
20020116;1146.19;1146.19;1127.49;1127.57;1482500000
20020117;1127.57;1139.27;1127.57;1138.88;1380100000
20020118;1138.88;1138.88;1124.45;1127.58;1333300000
20020122;1127.58;1135.26;1117.91;1119.31;1311600000
20020123;1119.31;1131.94;1117.43;1128.18;1479200000
20020124;1128.18;1139.5;1128.18;1132.15;1552800000
20020125;1132.15;1138.31;1127.82;1133.28;1345100000
20020128;1133.28;1138.63;1126.66;1133.06;1186800000
20020129;1133.06;1137.47;1098.74;1100.64;1812000000
20020130;1100.64;1113.79;1081.66;1113.57;2019600000
20020131;1113.57;1130.21;1113.3;1130.2;1557000000
20020201;1130.2;1130.2;1118.51;1122.2;1367200000
20020204;1122.2;1122.2;1092.25;1094.44;1437600000
20020205;1094.44;1100.96;1082.58;1090.02;1778300000
20020206;1090.02;1093.58;1077.78;1083.51;1665800000
20020207;1083.51;1094.03;1078.44;1080.17;1441600000
20020208;1080.17;1096.3;1079.91;1096.22;1371900000
20020211;1096.22;1112.01;1094.68;1111.94;1159400000
20020212;1111.94;1112.68;1102.98;1107.5;1094200000
20020213;1107.5;1120.56;1107.5;1118.51;1215900000
20020214;1118.51;1124.72;1112.3;1116.48;1272500000
20020215;1116.48;1117.09;1103.23;1104.18;1359200000
20020219;1104.18;1104.18;1082.24;1083.34;1189900000
20020220;1083.34;1098.32;1074.36;1097.98;1438900000
20020221;1097.98;1101.5;1080.24;1080.95;1381600000
20020222;1080.95;1093.93;1074.39;1089.84;1411000000
20020225;1089.84;1112.71;1089.84;1109.43;1367400000
20020226;1109.43;1115.05;1101.72;1109.38;1309200000
20020227;1109.38;1123.06;1102.26;1109.89;1393800000
20020228;1109.89;1121.57;1106.73;1106.73;1392200000
20020301;1106.73;1131.79;1106.73;1131.78;1456500000
20020304;1131.78;1153.84;1130.93;1153.84;1594300000
20020305;1153.84;1157.74;1144.78;1146.14;1549300000
20020306;1146.14;1165.29;1145.11;1162.77;1541300000
20020307;1162.77;1167.94;1150.69;1157.54;1517400000
20020308;1157.54;1172.76;1157.54;1164.31;1412000000
20020311;1164.31;1173.03;1159.58;1168.26;1210200000
20020312;1168.26;1168.26;1154.34;1165.58;1304400000
20020313;1165.58;1165.58;1151.01;1154.09;1354000000
20020314;1154.09;1157.83;1151.08;1153.04;1208800000
20020315;1153.04;1166.48;1153.04;1166.16;1493900000
20020318;1166.16;1172.73;1159.14;1165.55;1169500000
20020319;1165.55;1173.94;1165.55;1170.29;1255000000
20020320;1170.29;1170.29;1151.61;1151.85;1304900000
20020321;1151.85;1155.1;1139.48;1153.59;1339200000
20020322;1153.59;1156.49;1144.6;1148.7;1243300000
20020325;1148.7;1151.04;1131.87;1131.87;1057900000
20020326;1131.87;1147;1131.61;1138.49;1223600000
20020327;1138.49;1146.95;1135.33;1144.58;1180100000
20020328;1144.58;1154.45;1144.58;1147.39;1147600000
20020401;1147.39;1147.84;1132.87;1146.54;1050900000
20020402;1146.54;1146.54;1135.71;1136.76;1176700000
